doid_id	doid_name	entrez_gene_id	gene_symbol	sources	license
DOID:2531	Hematologic cancer	25	ABL1	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	27	ABL2	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	54	ACP5	DISEASES	DISEASES
DOID:2531	Hematologic cancer	113	ADCY7	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	142	PARP1	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	207	AKT1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	213	ALB	DISEASES	DISEASES
DOID:2531	Hematologic cancer	238	ALK	DISEASES	DISEASES
DOID:2531	Hematologic cancer	240	ALOX5	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	249	ALPL	DISEASES	DISEASES
DOID:2531	Hematologic cancer	250	ALPP	DISEASES	DISEASES
DOID:2531	Hematologic cancer	251	ALPPL2	DISEASES	DISEASES
DOID:2531	Hematologic cancer	290	ANPEP	DISEASES	DISEASES
DOID:2531	Hematologic cancer	302	ANXA2	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	307	ANXA4	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	308	ANXA5	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	309	ANXA6	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	329	BIRC2	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	330	BIRC3	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	331	XIAP	DISEASES	DISEASES
DOID:2531	Hematologic cancer	332	BIRC5	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	355	FAS	DISEASES|DisGeNET|GWAS Catalog	
DOID:2531	Hematologic cancer	356	FASLG	DISEASES	DISEASES
DOID:2531	Hematologic cancer	366	AQP9	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	367	AR	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	406	ARNTL	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	440	ASNS	DISEASES	DISEASES
DOID:2531	Hematologic cancer	472	ATM	DISEASES	DISEASES
DOID:2531	Hematologic cancer	481	ATP1B1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	495	ATP4A	DISEASES	DISEASES
DOID:2531	Hematologic cancer	545	ATR	DISEASES	DISEASES
DOID:2531	Hematologic cancer	572	BAD	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	578	BAK1	GWAS Catalog	CC-BY 4.0
DOID:2531	Hematologic cancer	581	BAX	DISEASES	DISEASES
DOID:2531	Hematologic cancer	595	CCND1	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	596	BCL2	DISEASES|DisGeNET|GWAS Catalog	
DOID:2531	Hematologic cancer	598	BCL2L1	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	602	BCL3	DISEASES	DISEASES
DOID:2531	Hematologic cancer	604	BCL6	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	613	BCR	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	639	PRDM1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	643	CXCR5	DISEASES	DISEASES
DOID:2531	Hematologic cancer	648	BMI1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	654	BMP6	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	664	BNIP3	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	673	BRAF	DISEASES	DISEASES
DOID:2531	Hematologic cancer	694	BTG1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	695	BTK	DISEASES	DISEASES
DOID:2531	Hematologic cancer	768	CA9	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	811	CALR	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	817	CAMK2D	GWAS Catalog	CC-BY 4.0
DOID:2531	Hematologic cancer	822	CAPG	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	824	CAPN2	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	836	CASP3	DISEASES	DISEASES
DOID:2531	Hematologic cancer	840	CASP7	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	841	CASP8	GWAS Catalog	CC-BY 4.0
DOID:2531	Hematologic cancer	861	RUNX1	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	862	RUNX1T1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	863	CBFA2T3	DISEASES	DISEASES
DOID:2531	Hematologic cancer	864	RUNX3	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	865	CBFB	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	867	CBL	DISEASES	DISEASES
DOID:2531	Hematologic cancer	871	SERPINH1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	894	CCND2	DISEASES	DISEASES
DOID:2531	Hematologic cancer	896	CCND3	DISEASES	DISEASES
DOID:2531	Hematologic cancer	914	CD2	DISEASES	DISEASES
DOID:2531	Hematologic cancer	920	CD4	DISEASES	DISEASES
DOID:2531	Hematologic cancer	921	CD5	DISEASES	DISEASES
DOID:2531	Hematologic cancer	924	CD7	DISEASES	DISEASES
DOID:2531	Hematologic cancer	925	CD8A	DISEASES	DISEASES
DOID:2531	Hematologic cancer	928	CD9	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	933	CD22	DISEASES	DISEASES
DOID:2531	Hematologic cancer	939	CD27	DISEASES	DISEASES
DOID:2531	Hematologic cancer	941	CD80	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	942	CD86	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	943	TNFRSF8	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	944	TNFSF8	DISEASES	DISEASES
DOID:2531	Hematologic cancer	945	CD33	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	947	CD34	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	951	CD37	DISEASES	DISEASES
DOID:2531	Hematologic cancer	952	CD38	DISEASES	DISEASES
DOID:2531	Hematologic cancer	958	CD40	DISEASES	DISEASES
DOID:2531	Hematologic cancer	959	CD40LG	DISEASES	DISEASES
DOID:2531	Hematologic cancer	960	CD44	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	965	CD58	DISEASES	DISEASES
DOID:2531	Hematologic cancer	968	CD68	DISEASES	DISEASES
DOID:2531	Hematologic cancer	972	CD74	DISEASES	DISEASES
DOID:2531	Hematologic cancer	973	CD79A	DISEASES	DISEASES
DOID:2531	Hematologic cancer	974	CD79B	DISEASES	DISEASES
DOID:2531	Hematologic cancer	978	CDA	DISEASES	DISEASES
DOID:2531	Hematologic cancer	1017	CDK2	DISEASES	DISEASES
DOID:2531	Hematologic cancer	1019	CDK4	DISEASES	DISEASES
DOID:2531	Hematologic cancer	1021	CDK6	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	1026	CDKN1A	DISEASES	DISEASES
DOID:2531	Hematologic cancer	1027	CDKN1B	DISEASES	DISEASES
DOID:2531	Hematologic cancer	1029	CDKN2A	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	1030	CDKN2B	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	1043	CD52	DISEASES	DISEASES
DOID:2531	Hematologic cancer	1046	CDX4	DISEASES	DISEASES
DOID:2531	Hematologic cancer	1050	CEBPA	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	1052	CEBPD	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	1053	CEBPE	DISEASES|GWAS Catalog	
DOID:2531	Hematologic cancer	1215	CMA1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	1236	CCR7	DISEASES	DISEASES
DOID:2531	Hematologic cancer	1269	CNR2	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	1378	CR1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	1380	CR2	DISEASES	DISEASES
DOID:2531	Hematologic cancer	1381	CRABP1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	1385	CREB1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	1387	CREBBP	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	1399	CRKL	DISEASES	DISEASES
DOID:2531	Hematologic cancer	1401	CRP	DISEASES	DISEASES
DOID:2531	Hematologic cancer	1407	CRY1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	1408	CRY2	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	1432	MAPK14	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	1435	CSF1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	1436	CSF1R	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	1437	CSF2	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	1440	CSF3	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	1471	CST3	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	1495	CTNNA1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	1512	CTSH	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	1522	CTSZ	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	1612	DAPK1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	1633	DCK	DISEASES	DISEASES
DOID:2531	Hematologic cancer	1728	NQO1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	1788	DNMT3A	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	1789	DNMT3B	DISEASES	DISEASES
DOID:2531	Hematologic cancer	1791	DNTT	DISEASES	DISEASES
DOID:2531	Hematologic cancer	1847	DUSP5	DISEASES	DISEASES
DOID:2531	Hematologic cancer	1879	EBF1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	1902	LPAR1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	1978	EIF4EBP1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	2026	ENO2	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	2033	EP300	DISEASES	DISEASES
DOID:2531	Hematologic cancer	2052	EPHX1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	2056	EPO	DISEASES	DISEASES
DOID:2531	Hematologic cancer	2078	ERG	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	2099	ESR1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	2120	ETV6	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	2122	MECOM	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	2125	EVPL	DISEASES	DISEASES
DOID:2531	Hematologic cancer	2146	EZH2	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	2152	F3	DISEASES	DISEASES
DOID:2531	Hematologic cancer	2246	FGF1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	2247	FGF2	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	2261	FGFR3	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	2268	FGR	DISEASES	DISEASES
DOID:2531	Hematologic cancer	2274	FHL2	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	2305	FOXM1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	2308	FOXO1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	2322	FLT3	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	2335	FN1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	2353	FOS	DISEASES	DISEASES
DOID:2531	Hematologic cancer	2475	MTOR	DISEASES	DISEASES
DOID:2531	Hematologic cancer	2524	FUT2	DISEASES	DISEASES
DOID:2531	Hematologic cancer	2526	FUT4	DISEASES	DISEASES
DOID:2531	Hematologic cancer	2623	GATA1	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	2624	GATA2	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	2625	GATA3	DisGeNET|GWAS Catalog	
DOID:2531	Hematologic cancer	2629	GBA	DISEASES	DISEASES
DOID:2531	Hematologic cancer	2650	GCNT1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	2651	GCNT2	DISEASES	DISEASES
DOID:2531	Hematologic cancer	2672	GFI1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	2706	GJB2	DISEASES	DISEASES
DOID:2531	Hematologic cancer	2707	GJB3	DISEASES	DISEASES
DOID:2531	Hematologic cancer	2838	GPR15	DISEASES	DISEASES
DOID:2531	Hematologic cancer	2885	GRB2	DISEASES	DISEASES
DOID:2531	Hematologic cancer	2908	NR3C1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	2944	GSTM1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	2950	GSTP1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	2952	GSTT1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	2969	GTF2I	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	2993	GYPA	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3002	GZMB	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3005	H1F0	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	3006	HIST1H1C	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	3020	H3F3A	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3021	H3F3B	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3050	HBZ	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3066	HDAC2	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	3067	HDC	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3082	HGF	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	3105	HLA-A	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	3106	HLA-B	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3110	MNX1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3117	HLA-DQA1	GWAS Catalog	CC-BY 4.0
DOID:2531	Hematologic cancer	3161	HMMR	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	3195	TLX1	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	3205	HOXA9	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	3240	HP	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	3265	HRAS	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3280	HES1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	3308	HSPA4	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3309	HSPA5	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	3315	HSPB1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	3320	HSP90AA1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3383	ICAM1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3394	IRF8	DISEASES|GWAS Catalog	
DOID:2531	Hematologic cancer	3398	ID2	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	3399	ID3	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	3417	IDH1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3418	IDH2	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3439	IFNA1	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	3440	IFNA2	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	3458	IFNG	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	3553	IL1B	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3558	IL2	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	3559	IL2RA	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3562	IL3	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3563	IL3RA	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3565	IL4	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	3569	IL6	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	3570	IL6R	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3574	IL7	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3586	IL10	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	3596	IL13	GWAS Catalog	CC-BY 4.0
DOID:2531	Hematologic cancer	3600	IL15	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3662	IRF4	DISEASES|DisGeNET|GWAS Catalog	
DOID:2531	Hematologic cancer	3676	ITGA4	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3681	ITGAD	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3682	ITGAE	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3683	ITGAL	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3687	ITGAX	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3713	IVL	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3716	JAK1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3717	JAK2	DISEASES|DisGeNET|GWAS Catalog	
DOID:2531	Hematologic cancer	3718	JAK3	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3725	JUN	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3727	JUND	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3812	KIR3DL2	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3815	KIT	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	3845	KRAS	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	3932	LCK	DISEASES	DISEASES
DOID:2531	Hematologic cancer	3981	LIG4	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	4004	LMO1	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	4005	LMO2	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	4026	LPP	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	4066	LYL1	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	4068	SH2D1A	DISEASES	DISEASES
DOID:2531	Hematologic cancer	4069	LYZ	DISEASES	DISEASES
DOID:2531	Hematologic cancer	4094	MAF	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	4170	MCL1	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	4193	MDM2	DISEASES	DISEASES
DOID:2531	Hematologic cancer	4211	MEIS1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	4233	MET	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	4254	KITLG	DISEASES	DISEASES
DOID:2531	Hematologic cancer	4255	MGMT	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	4267	CD99	DISEASES	DISEASES
DOID:2531	Hematologic cancer	4291	MLF1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	4292	MLH1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	4297	KMT2A	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	4298	MLLT1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	4300	MLLT3	DISEASES	DISEASES
DOID:2531	Hematologic cancer	4311	MME	DISEASES	DISEASES
DOID:2531	Hematologic cancer	4330	MN1	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	4352	MPL	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	4353	MPO	DISEASES	DISEASES
DOID:2531	Hematologic cancer	4507	MTAP	DISEASES	DISEASES
DOID:2531	Hematologic cancer	4524	MTHFR	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	4548	MTR	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	4582	MUC1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	4599	MX1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	4602	MYB	DISEASES|DisGeNET|GWAS Catalog	
DOID:2531	Hematologic cancer	4605	MYBL2	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	4609	MYC	DISEASES|DisGeNET|GWAS Catalog	
DOID:2531	Hematologic cancer	4629	MYH11	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	4684	NCAM1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	4763	NF1	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	4792	NFKBIA	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	4851	NOTCH1	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	4869	NPM1	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	4893	NRAS	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	4928	NUP98	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	4956	ODF1	GWAS Catalog	CC-BY 4.0
DOID:2531	Hematologic cancer	4968	OGG1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	4982	TNFRSF11B	DISEASES	DISEASES
DOID:2531	Hematologic cancer	5079	PAX5	DISEASES	DISEASES
DOID:2531	Hematologic cancer	5087	PBX1	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	5091	PC	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	5142	PDE4B	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	5154	PDGFA	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	5155	PDGFB	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	5156	PDGFRA	DISEASES	DISEASES
DOID:2531	Hematologic cancer	5159	PDGFRB	DISEASES	DISEASES
DOID:2531	Hematologic cancer	5172	SLC26A4	DISEASES	DISEASES
DOID:2531	Hematologic cancer	5187	PER1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	5243	ABCB1	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	5264	PHYH	DISEASES	DISEASES
DOID:2531	Hematologic cancer	5290	PIK3CA	DISEASES	DISEASES
DOID:2531	Hematologic cancer	5291	PIK3CB	DISEASES	DISEASES
DOID:2531	Hematologic cancer	5293	PIK3CD	DISEASES	DISEASES
DOID:2531	Hematologic cancer	5294	PIK3CG	DISEASES	DISEASES
DOID:2531	Hematologic cancer	5295	PIK3R1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	5358	PLS3	DISEASES	DISEASES
DOID:2531	Hematologic cancer	5366	PMAIP1	DISEASES|GWAS Catalog	
DOID:2531	Hematologic cancer	5371	PML	DISEASES	DISEASES
DOID:2531	Hematologic cancer	5444	PON1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	5457	POU4F1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	5475	PPEF1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	5552	SRGN	DISEASES	DISEASES
DOID:2531	Hematologic cancer	5582	PRKCG	DISEASES	DISEASES
DOID:2531	Hematologic cancer	5590	PRKCZ	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	5595	MAPK3	DISEASES	DISEASES
DOID:2531	Hematologic cancer	5599	MAPK8	DISEASES	DISEASES
DOID:2531	Hematologic cancer	5604	MAP2K1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	5657	PRTN3	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	5728	PTEN	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	5734	PTGER4	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	5744	PTHLH	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	5756	TWF1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	5770	PTPN1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	5771	PTPN2	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	5781	PTPN11	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	5788	PTPRC	DISEASES	DISEASES
DOID:2531	Hematologic cancer	5795	PTPRJ	DISEASES	DISEASES
DOID:2531	Hematologic cancer	5810	RAD1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	5880	RAC2	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	5885	RAD21	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	5914	RARA	DISEASES	DISEASES
DOID:2531	Hematologic cancer	5917	RARS	DISEASES	DISEASES
DOID:2531	Hematologic cancer	5925	RB1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	5926	ARID4A	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	5966	REL	DISEASES|DisGeNET|GWAS Catalog	
DOID:2531	Hematologic cancer	5979	RET	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	5997	RGS2	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	6176	RPLP1	GWAS Catalog	CC-BY 4.0
DOID:2531	Hematologic cancer	6208	RPS14	DISEASES	DISEASES
DOID:2531	Hematologic cancer	6279	S100A8	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	6281	S100A10	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	6320	CLEC11A	DISEASES	DISEASES
DOID:2531	Hematologic cancer	6347	CCL2	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	6348	CCL3	DISEASES	DISEASES
DOID:2531	Hematologic cancer	6361	CCL17	DISEASES	DISEASES
DOID:2531	Hematologic cancer	6382	SDC1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	6402	SELL	DISEASES	DISEASES
DOID:2531	Hematologic cancer	6446	SGK1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	6455	SH3GL1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	6494	SIPA1	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	6580	SLC22A1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	6597	SMARCA4	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	6622	SNCA	DISEASES	DISEASES
DOID:2531	Hematologic cancer	6624	FSCN1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	6648	SOD2	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	6664	SOX11	DISEASES	DISEASES
DOID:2531	Hematologic cancer	6668	SP2	DISEASES	DISEASES
DOID:2531	Hematologic cancer	6672	SP100	DISEASES	DISEASES
DOID:2531	Hematologic cancer	6678	SPARC	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	6688	SPI1	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	6693	SPN	DISEASES	DISEASES
DOID:2531	Hematologic cancer	6714	SRC	DISEASES	DISEASES
DOID:2531	Hematologic cancer	6772	STAT1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	6774	STAT3	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	6776	STAT5A	DISEASES	DISEASES
DOID:2531	Hematologic cancer	6777	STAT5B	DISEASES	DISEASES
DOID:2531	Hematologic cancer	6840	SVIL	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	6850	SYK	DISEASES	DISEASES
DOID:2531	Hematologic cancer	6886	TAL1	DISEASES	DISEASES
DOID:2531	Hematologic cancer	6900	CNTN2	DISEASES	DISEASES
DOID:2531	Hematologic cancer	6919	TCEA2	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	6929	TCF3	DISEASES|DisGeNET|GWAS Catalog	
DOID:2531	Hematologic cancer	7001	PRDX2	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	7014	TERF2	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	7015	TERT	DisGeNET	ODbL 1.0
DOID:2531	Hematologic cancer	7037	TFRC	DISEASES	DISEASES
DOID:2531	Hematologic cancer	7040	TGFB1	DISEASES|DisGeNET	
DOID:2531	Hematologic cancer	7049	TGFBR3	DISEASES	DISEASES
DOID:2531	Hematologic cancer	7066	THPO	DISEASES|DisGeNET	
