doid_id	doid_name	entrez_gene_id	gene_symbol	sources	license
DOID:9352	type 2 diabetes mellitus	2572	GAD2	DISEASES	DISEASES
DOID:9352	type 2 diabetes mellitus	2641	GCG	DISEASES|DisGeNET	
DOID:9352	type 2 diabetes mellitus	2642	GCGR	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	2645	GCK	DISEASES|DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	2646	GCKR	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	2695	GIP	DISEASES|DisGeNET	
DOID:9352	type 2 diabetes mellitus	2696	GIPR	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	2697	GJA1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	2740	GLP1R	DISEASES	DISEASES
DOID:9352	type 2 diabetes mellitus	2784	GNB3	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	2820	GPD2	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	2869	GRK5	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	2876	GPX1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	2888	GRB14	DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	2908	NR3C1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	2944	GSTM1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	3039	HBA1	DISEASES|DisGeNET	
DOID:9352	type 2 diabetes mellitus	3040	HBA2	DISEASES	DISEASES
DOID:9352	type 2 diabetes mellitus	3087	HHEX	DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	3091	HIF1A	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	3098	HK1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	3156	HMGCR	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	3159	HMGA1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	3162	HMOX1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	3172	HNF4A	DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	3240	HP	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	3263	HPX	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	3284	HSD3B2	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	3290	HSD11B1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	3293	HSD17B3	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	3358	HTR2C	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	3375	IAPP	DISEASES|DisGeNET	
DOID:9352	type 2 diabetes mellitus	3383	ICAM1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	3397	ID1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	3416	IDE	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	3479	IGF1	DISEASES|DisGeNET	
DOID:9352	type 2 diabetes mellitus	3480	IGF1R	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	3481	IGF2	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	3569	IL6	DISEASES|DisGeNET	
DOID:9352	type 2 diabetes mellitus	3630	INS	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	3643	INSR	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	3651	PDX1	DISEASES|DisGeNET	
DOID:9352	type 2 diabetes mellitus	3667	IRS1	DISEASES|DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	3767	KCNJ11	DISEASES|DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	3784	KCNQ1	DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	3898	LAD1	DISEASES	DISEASES
DOID:9352	type 2 diabetes mellitus	3952	LEP	DISEASES|DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	3953	LEPR	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	3990	LIPC	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	4012	LNPEP	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	4018	LPA	DISEASES	DISEASES
DOID:9352	type 2 diabetes mellitus	4023	LPL	DISEASES|DisGeNET	
DOID:9352	type 2 diabetes mellitus	4026	LPP	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	4143	MAT1A	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	4160	MC4R	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	4282	MIF	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	4288	MKI67	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	4312	MMP1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	4314	MMP3	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	4318	MMP9	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	4357	MPST	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	4513	COX2	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	4519	CYTB	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	4524	MTHFR	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	4535	ND1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	4543	MTNR1A	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	4544	MTNR1B	DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	4548	MTR	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	4760	NEUROD1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	4790	NFKB1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	4825	NKX6-1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	4842	NOS1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	4843	NOS2	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	4846	NOS3	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	4853	NOTCH2	DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	4879	NPPB	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	4968	OGG1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	5019	OXCT1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	5054	SERPINE1	DISEASES|DisGeNET	
DOID:9352	type 2 diabetes mellitus	5066	PAM	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	5078	PAX4	DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	5080	PAX6	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	5105	PCK1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	5122	PCSK1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	5126	PCSK2	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	5167	ENPP1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	5176	SERPINF1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	5184	PEPD	DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	5295	PIK3R1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	5327	PLAT	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	5350	PLN	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	5444	PON1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	5465	PPARA	DISEASES|DisGeNET	
DOID:9352	type 2 diabetes mellitus	5468	PPARG	DISEASES|DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	5506	PPP1R3A	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	5507	PPP1R3C	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	5515	PPP2CA	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	5562	PRKAA1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	5579	PRKCB	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	5629	PROX1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	5730	PTGDS	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	5743	PTGS2	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	5770	PTPN1	DISEASES|DisGeNET	
DOID:9352	type 2 diabetes mellitus	5789	PTPRD	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	5798	PTPRN	DISEASES	DISEASES
DOID:9352	type 2 diabetes mellitus	5937	RBMS1	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	5950	RBP4	DISEASES|DisGeNET	
DOID:9352	type 2 diabetes mellitus	5970	RELA	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	6277	S100A6	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	6324	SCN1B	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	6347	CCL2	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	6462	SHBG	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	6480	ST6GAL1	DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	6513	SLC2A1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	6514	SLC2A2	DISEASES|DisGeNET	
DOID:9352	type 2 diabetes mellitus	6517	SLC2A4	DISEASES|DisGeNET	
DOID:9352	type 2 diabetes mellitus	6524	SLC5A2	DISEASES	DISEASES
DOID:9352	type 2 diabetes mellitus	6527	SLC5A4	DISEASES	DISEASES
DOID:9352	type 2 diabetes mellitus	6548	SLC9A1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	6616	SNAP25	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	6647	SOD1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	6648	SOD2	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	6714	SRC	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	6715	SRD5A1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	6720	SREBF1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	6770	STAR	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	6833	ABCC8	DISEASES|DisGeNET	
DOID:9352	type 2 diabetes mellitus	6927	HNF1A	DISEASES|DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	6928	HNF1B	DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	6934	TCF7L2	DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	7040	TGFB1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	7048	TGFBR2	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	7056	THBD	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	7076	TIMP1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	7091	TLE4	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	7103	TSPAN8	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	7124	TNF	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	7132	TNFRSF1A	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	7133	TNFRSF1B	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	7220	TRPC1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	7225	TRPC6	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	7325	UBE2E2	DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	7351	UCP2	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	7352	UCP3	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	7422	VEGFA	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	7466	WFS1	DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	8091	HMGA2	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	8639	AOC3	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	8660	IRS2	DISEASES|DisGeNET	
DOID:9352	type 2 diabetes mellitus	8872	CDC123	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	9055	PRC1	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	9370	ADIPOQ	DISEASES|DisGeNET	
DOID:9352	type 2 diabetes mellitus	9479	MAPK8IP1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	9559	VPS26A	DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	9607	CARTPT	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	9861	PSMD6	DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	10116	FEM1B	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	10125	RASGRP1	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	10135	NAMPT	DISEASES	DISEASES
DOID:9352	type 2 diabetes mellitus	10198	MPHOSPH9	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	10239	AP3S2	DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	10253	SPRY2	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	10296	MAEA	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	10363	HMG20A	DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	10644	IGF2BP2	DISEASES|DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	10891	PPARGC1A	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	10965	ACOT2	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	11124	FAF1	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	11132	CAPN10	DISEASES|DisGeNET	
DOID:9352	type 2 diabetes mellitus	22796	COG2	DISEASES	DISEASES
DOID:9352	type 2 diabetes mellitus	23054	NCOA6	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	23411	SIRT1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	26086	GPSM1	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	51167	CYB5R4	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	51738	GHRL	DISEASES	DISEASES
DOID:9352	type 2 diabetes mellitus	53335	BCL11A	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	54469	ZFAND6	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	54622	ARL15	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	54901	CDKAL1	DISEASES|DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	55600	ITLN1	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	56729	RETN	DISEASES|DisGeNET	
DOID:9352	type 2 diabetes mellitus	56999	ADAMTS9	DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	57178	ZMIZ1	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	60685	ZFAND3	DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	63826	SRR	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	63892	THADA	DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	79068	FTO	DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	79571	GCC1	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	83795	KCNK16	DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	84327	ZBED3	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	94241	TP53INP1	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	115019	SLC26A9	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	116985	ARAP1	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	127665	ZNF648	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	135154	SDHAF4	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	136259	KLF14	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	145741	C2CD4A	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	169026	SLC30A8	DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	169792	GLIS3	DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	170302	ARX	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	200186	CRTC2	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	200539	ANKRD23	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	201232	SLC16A13	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	201799	TMEM154	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	221895	JAZF1	DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	284217	LAMA1	GWAS Catalog	CC-BY 4.0
DOID:9352	type 2 diabetes mellitus	388125	C2CD4B	DisGeNET|GWAS Catalog	
DOID:9352	type 2 diabetes mellitus	389692	MAFA	DisGeNET	ODbL 1.0
DOID:9352	type 2 diabetes mellitus	723961	INS-IGF2	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	111	ADCY5	DISEASES	DISEASES
DOID:8577	ulcerative colitis	154	ADRB2	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	213	ALB	DISEASES	DISEASES
DOID:8577	ulcerative colitis	639	PRDM1	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	671	BPI	DISEASES	DISEASES
DOID:8577	ulcerative colitis	808	CALM3	GWAS Catalog	CC-BY 4.0
DOID:8577	ulcerative colitis	864	RUNX3	DOAF	
DOID:8577	ulcerative colitis	920	CD4	DISEASES	DISEASES
DOID:8577	ulcerative colitis	929	CD14	DOAF	
DOID:8577	ulcerative colitis	973	CD79A	DISEASES	DISEASES
DOID:8577	ulcerative colitis	999	CDH1	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	1001	CDH3	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	1235	CCR6	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	1401	CRP	DISEASES	DISEASES
DOID:8577	ulcerative colitis	1493	CTLA4	DOAF	
DOID:8577	ulcerative colitis	1611	DAP	DisGeNET|GWAS Catalog	
DOID:8577	ulcerative colitis	1670	DEFA5	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	1671	DEFA6	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	1738	DLD	GWAS Catalog	CC-BY 4.0
DOID:8577	ulcerative colitis	1811	SLC26A3	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	1893	ECM1	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	2212	FCGR2A	DisGeNET|GWAS Catalog	
DOID:8577	ulcerative colitis	2494	NR5A2	GWAS Catalog	CC-BY 4.0
DOID:8577	ulcerative colitis	2768	GNA12	DisGeNET|GWAS Catalog	
DOID:8577	ulcerative colitis	2859	GPR35	GWAS Catalog	CC-BY 4.0
DOID:8577	ulcerative colitis	3117	HLA-DQA1	GWAS Catalog	CC-BY 4.0
DOID:8577	ulcerative colitis	3123	HLA-DRB1	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	3172	HNF4A	DisGeNET|GWAS Catalog	
DOID:8577	ulcerative colitis	3383	ICAM1	DISEASES|DOAF|DisGeNET	
DOID:8577	ulcerative colitis	3394	IRF8	GWAS Catalog	CC-BY 4.0
DOID:8577	ulcerative colitis	3458	IFNG	DISEASES|DOAF|GWAS Catalog	
DOID:8577	ulcerative colitis	3553	IL1B	DISEASES|DOAF|DisGeNET	
DOID:8577	ulcerative colitis	3558	IL2	DISEASES	DISEASES
DOID:8577	ulcerative colitis	3569	IL6	DISEASES	DISEASES
DOID:8577	ulcerative colitis	3575	IL7R	DisGeNET|GWAS Catalog	
DOID:8577	ulcerative colitis	3576	CXCL8	DISEASES|DOAF|DisGeNET	
DOID:8577	ulcerative colitis	3577	CXCR1	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	3579	CXCR2	DisGeNET|GWAS Catalog	
DOID:8577	ulcerative colitis	3586	IL10	DISEASES|DOAF|DisGeNET|GWAS Catalog	
DOID:8577	ulcerative colitis	3593	IL12B	DisGeNET|GWAS Catalog	
DOID:8577	ulcerative colitis	3600	IL15	DISEASES	DISEASES
DOID:8577	ulcerative colitis	3605	IL17A	DISEASES	DISEASES
DOID:8577	ulcerative colitis	3663	IRF5	DisGeNET|GWAS Catalog	
DOID:8577	ulcerative colitis	3683	ITGAL	GWAS Catalog	CC-BY 4.0
DOID:8577	ulcerative colitis	3717	JAK2	DisGeNET|GWAS Catalog	
DOID:8577	ulcerative colitis	3912	LAMB1	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	4046	LSP1	DisGeNET|GWAS Catalog	
DOID:8577	ulcerative colitis	4057	LTF	DISEASES|DisGeNET	
DOID:8577	ulcerative colitis	4282	MIF	DOAF	
DOID:8577	ulcerative colitis	4312	MMP1	DOAF|DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	4318	MMP9	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	4353	MPO	DISEASES|DisGeNET	
DOID:8577	ulcerative colitis	4485	MST1	DisGeNET|GWAS Catalog	
DOID:8577	ulcerative colitis	4583	MUC2	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	4584	MUC3A	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	4790	NFKB1	GWAS Catalog	CC-BY 4.0
DOID:8577	ulcerative colitis	5243	ABCB1	DOAF	
DOID:8577	ulcerative colitis	5334	PLCL1	GWAS Catalog	CC-BY 4.0
DOID:8577	ulcerative colitis	5468	PPARG	DOAF	
DOID:8577	ulcerative colitis	5657	PRTN3	DISEASES	DISEASES
DOID:8577	ulcerative colitis	5734	PTGER4	GWAS Catalog	CC-BY 4.0
DOID:8577	ulcerative colitis	5742	PTGS1	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	5743	PTGS2	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	5771	PTPN2	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	5970	RELA	DOAF|DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	6364	CCL20	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	6400	SEL1L	DISEASES	DISEASES
DOID:8577	ulcerative colitis	6556	SLC11A1	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	6583	SLC22A4	DISEASES	DISEASES
DOID:8577	ulcerative colitis	6584	SLC22A5	DISEASES	DISEASES
DOID:8577	ulcerative colitis	6774	STAT3	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	6925	TCF4	GWAS Catalog	CC-BY 4.0
DOID:8577	ulcerative colitis	7040	TGFB1	DOAF	
DOID:8577	ulcerative colitis	7099	TLR4	DISEASES|DOAF	DISEASES
DOID:8577	ulcerative colitis	7124	TNF	DISEASES|DOAF|DisGeNET	
DOID:8577	ulcerative colitis	7157	TP53	DOAF	
DOID:8577	ulcerative colitis	7412	VCAM1	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	7421	VDR	DOAF	
DOID:8577	ulcerative colitis	7850	IL1R2	DisGeNET|GWAS Catalog	
DOID:8577	ulcerative colitis	8624	PSMG1	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	8764	TNFRSF14	GWAS Catalog	CC-BY 4.0
DOID:8577	ulcerative colitis	8767	RIPK2	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	8807	IL18RAP	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	8924	HERC2	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	9231	DLG5	DISEASES	DISEASES
DOID:8577	ulcerative colitis	9966	TNFSF15	DISEASES|DOAF|DisGeNET|GWAS Catalog	
DOID:8577	ulcerative colitis	10109	ARPC2	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	10320	IKZF1	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	10544	PROCR	GWAS Catalog	CC-BY 4.0
DOID:8577	ulcerative colitis	10747	MASP2	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	11261	CHP1	GWAS Catalog	CC-BY 4.0
DOID:8577	ulcerative colitis	11315	PARK7	GWAS Catalog	CC-BY 4.0
DOID:8577	ulcerative colitis	23046	KIF21B	DisGeNET|GWAS Catalog	
DOID:8577	ulcerative colitis	23252	OTUD3	GWAS Catalog	CC-BY 4.0
DOID:8577	ulcerative colitis	23308	ICOSLG	DisGeNET|GWAS Catalog	
DOID:8577	ulcerative colitis	51561	IL23A	DISEASES	DISEASES
DOID:8577	ulcerative colitis	51738	GHRL	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	54546	RNF186	GWAS Catalog	CC-BY 4.0
DOID:8577	ulcerative colitis	55054	ATG16L1	DISEASES|DOAF	DISEASES
DOID:8577	ulcerative colitis	55722	CEP72	GWAS Catalog	CC-BY 4.0
DOID:8577	ulcerative colitis	55876	GSDMB	GWAS Catalog	CC-BY 4.0
DOID:8577	ulcerative colitis	56244	BTNL2	DOAF	
DOID:8577	ulcerative colitis	64127	NOD2	DISEASES|DOAF|DisGeNET	
DOID:8577	ulcerative colitis	64170	CARD9	DisGeNET|GWAS Catalog	
DOID:8577	ulcerative colitis	80781	COL18A1	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	84441	MAML2	GWAS Catalog	CC-BY 4.0
DOID:8577	ulcerative colitis	90865	IL33	DOAF	
DOID:8577	ulcerative colitis	94103	ORMDL3	DisGeNET	ODbL 1.0
DOID:8577	ulcerative colitis	120400	NXPE1	GWAS Catalog	CC-BY 4.0
DOID:8577	ulcerative colitis	146198	ZFP90	GWAS Catalog	CC-BY 4.0
DOID:8577	ulcerative colitis	149233	IL23R	DISEASES|DOAF|DisGeNET|GWAS Catalog	
DOID:8577	ulcerative colitis	150962	PUS10	GWAS Catalog	CC-BY 4.0
